0.1,0.4975,0.499833333
0.12,0.497,0.5
0.14,0.498166667,0.499833333
0.16,0.494166667,0.499166667
0.18,0.493333333,0.498833333
0.2,0.491166667,0.499333333
0.22,0.4895,0.4975
0.24,0.491833333,0.496166667
0.26,0.4925,0.496333333
0.28,0.495333333,0.495333333
0.3,0.501666667,0.4965
0.32,0.506833333,0.497666667
0.34,0.507833333,0.494333333
0.36,0.510333333,0.4895
0.38,0.508666667,0.4895
0.4,0.505666667,0.485
0.42,0.502166667,0.4845
0.44,0.5045,0.4835
0.46,0.503666667,0.486333333
0.48,0.5035,0.485166667
0.5,0.503666667,0.488
0.52,0.502,0.4835
0.54,0.502,0.487833333
0.56,0.502666667,0.487166667
0.58,0.500833333,0.490833333
0.6,0.501666667,0.4885
0.62,0.501666667,0.490333333
0.64,0.501,0.496666667
0.66,0.500833333,0.494
0.68,0.501166667,0.494666667
0.7,0.501333333,0.498333333
0.72,0.501,0.497166667
0.74,0.501333333,0.496666667
0.76,0.500666667,0.498333333
0.78,0.500333333,0.499333333
0.8,0.5,0.500666667
0.82,0.4995,0.500333333
0.84,0.499666667,0.500833333
0.86,0.499666667,0.500833333
0.88,0.5,0.5005
0.9,0.5,0.500166667
0.92,0.500333333,0.500166667
0.94,0.500333333,0.5
0.96,0.500166667,0.5
0.98,0.500166667,0.5
