0.1,0.500333333,0.499833333
0.12,0.500166667,0.5
0.14,0.499666667,0.5
0.16,0.497166667,0.498833333
0.18,0.493666667,0.498833333
0.2,0.492666667,0.498166667
0.22,0.49,0.497666667
0.24,0.493666667,0.496166667
0.26,0.496166667,0.491166667
0.28,0.500333333,0.490833333
0.3,0.506666667,0.494833333
0.32,0.508166667,0.492166667
0.34,0.505166667,0.491166667
0.36,0.5065,0.488
0.38,0.506166667,0.487
0.4,0.5065,0.4835
0.42,0.504833333,0.4865
0.44,0.505,0.485
0.46,0.503333333,0.482666667
0.48,0.502833333,0.4855
0.5,0.502666667,0.488166667
0.52,0.500666667,0.488666667
0.54,0.500333333,0.489333333
0.56,0.500166667,0.4875
0.58,0.499666667,0.4895
0.6,0.499833333,0.487333333
0.62,0.499666667,0.4895
0.64,0.4995,0.492166667
0.66,0.499,0.4925
0.68,0.500166667,0.495
0.7,0.500166667,0.498333333
0.72,0.500333333,0.499
0.74,0.500666667,0.499166667
0.76,0.500833333,0.499666667
0.78,0.501166667,0.499666667
0.8,0.501,0.499833333
0.82,0.5015,0.5
0.84,0.501833333,0.500166667
0.86,0.501666667,0.5005
0.88,0.501166667,0.5005
0.9,0.501166667,0.500166667
0.92,0.501,0.5
0.94,0.500666667,0.5
0.96,0.500666667,0.5
0.98,0.500666667,0.5
